ZIP_CODE,RENT_INDEX,MEDIAN_RENT
11233,77.680838990062128,2972.5
11238,37.267039322825553,4000.0
11206,54.924544854278054,3600.0
11207,63.826592704977735,2999.5
10025,19.667206693856468,4800.0
11213,67.945792954090379,3150.0
11215,44.716516670820226,3900.0
11216,52.671432149669556,3750.0
11237,42.453345343505724,3900.0
11221,69.95273937566067,3400.0
11385,58.399047488918683,3500.0
11226,68.63714984239067,3100.0
10031,71.128471077117993,3300.0
11205,43.250016993256146,3995.0
