RegionName,City,State,Metro,CountyName,SizeRank,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,6/1/2011,7/1/2011,8/1/2011,9/1/2011,10/1/2011,11/1/2011,12/1/2011,1/1/2012,2/1/2012,3/1/2012,4/1/2012,5/1/2012,6/1/2012,7/1/2012,8/1/2012,9/1/2012,10/1/2012,11/1/2012,12/1/2012,1/1/2013,2/1/2013,3/1/2013,4/1/2013,5/1/2013,6/1/2013,7/1/2013,8/1/2013,9/1/2013,10/1/2013,11/1/2013,12/1/2013,1/1/2014,2/1/2014,3/1/2014,4/1/2014,5/1/2014,6/1/2014,7/1/2014,8/1/2014,9/1/2014,10/1/2014,11/1/2014,12/1/2014,1/1/2015,2/1/2015,3/1/2015,4/1/2015,5/1/2015,6/1/2015,7/1/2015,8/1/2015,9/1/2015,10/1/2015,11/1/2015,12/1/2015,1/1/2016,2/1/2016,3/1/2016,4/1/2016,5/1/2016,6/1/2016,7/1/2016,8/1/2016,9/1/2016
89148,Las Vegas,NV,Las Vegas,Clark,59,,,,,,,,,,,,,,1547.5,1495,1495,1450,1445,1495,1400,1395,1400,1395,1350,1350,1350,1350,1395,1500,1500,1475,1475,1450,1472.5,1450,1395,1400,1397.5,1450,1450,1450,1500,1500,1450,1500,1500,1450,1450,1462.5,1495,1450,1472.5,1512,1450,1400,1500,1585,1495,1495,1535,1500,1595,1595,1550,1497.5,1550,1550,1500,1450,1499
33033,Homestead,FL,Miami-Fort Lauderdale,Miami-Dade,60,,1350,1350,1400,1450,1500,1400,1400,1400,1375,1395,1400,1350,1350,1400,1400,1400,1399,1400,1399,1350,1400,1375,1450,1450,1500,1535,1547.5,1550,1500,1500,1550,1500,1500,1500,1500,1500,1550,1500,1500,1497.5,1495,1500,1545,1497.5,1495,1495,1600,1600,1587.5,1535,1600,1600,1600,1500,1500,1600,1600,1600,1600,1700,1712.5,1737.5,1712.5,1700,1700,1700,1775,1750,1750
19121,Philadelphia,PA,Philadelphia,Philadelphia,61,,,,,,,,,,,,,,2400,2350,2300,2200,2200,2100,2000,2000,2000,2100,2200,2300,2200,2260,2300,2300,2100,2100,2000,2000,1950,2150,2400,2100,2200,2200,2200,2200,2000,2000,2000,2000,2000,2000,2200,2200,2200,2200,2200,2200,2100,2100,2000,2000,2100,2200,2200,2200,2200,2200,2200,2200,2200,2100,2000,2000,2000
33178,Doral,FL,Miami-Fort Lauderdale,Miami-Dade,62,,2500,2500,2500,2575,2500,2650,2600,2600,2550,2525,2600,2600,2700,2650,2650,2700,2700,2700,2800,2600,2595,2600,2650,2700,2600,2600,2600,2700,2800,2750,2700,2700,2650,2650,2650,2650,2650,2650,2600,2590,2699,2750,2800,2800,2750,2750,2700,2700,2700,2800,2800,2800,2899.5,2975,2850,2899.5,2950,3000,2900,2899.5,2900,2900,2950,2900,3000,2800,2850,2850,3000
75068,Little Elm,TX,Dallas-Fort Worth,Denton,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1650,1650,1597,1650,1650,1600,1600,1600,1600,1600,1600,1595,1600,1650,1700,1650,1650,1695,1695,1700,1750,1795,1700,1750,1700,1772.5,1795,1835,1850,1850,1795,1750,1797.5,1850,1837.5,1850,1850,2000,1795,1795,1850,1850
75071,McKinney,TX,Dallas-Fort Worth,Collin,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572.5,1597.5,1677.5,1650,1672.5,1637.5,1600,1600,1662.5,1695,1675,1650,1692.5,1725,1750,1697.5,1650,1695,1695,1697.5,1797.5,1800,1797.5,1800,1785,1750,1825,1850,1795,1790,1812.5,1795,1795,1795,1795,1850,1800,1850,1762.5,1847,1800
43201,Columbus,OH,Columbus,Franklin,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1900,1875,1995,2000,1995,1900,1925,1775,1800,1650,1900
11205,New York,NY,New York,Kings,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,3644,3600,3595,3685,3900,3970,3875,3975,4000,3999.5,3999,3995,3899,3875,4000,3800,3800,3995,3995,3995,3662,3995,3800,3800,3975,3975,3950,3950,3985,4150,3850,3900,3995
77407,Richmond,TX,Houston,Fort Bend,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897.5,1900,2000,2095,2100,2150,1950,1900,1950,2050,2100,1932.5,1825,1895,1925,1895,1872.5,1850,1850,1850,1870,1900,1900,1850,1850,1950,1800,1950,1875,1850,1950
34746,Kissimmee,FL,Orlando,Osceola,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1400,1395,1395,1395,1400,1495,1460,1450,1450,1450,1495,1450,1450,1495,1495,1500,1497.5,1500,1500,1550,1495,1500,1540,1550
30519,Buford,GA,Atlanta,Gwinnett,69,,,,,,,,,,,,,,,,,1295,1300,1350,1350,1300,1295,1372.5,1362.5,1350,1395,1395,1395,1395,1310,1350,1362.5,1395,1397.5,1400,1400,1400,1400,1400,1400,1400,1437.5,1400,1400,1425,1400,1450,1450,1462.5,1450,1450,1500,1500,1525,1500,1500,1481.5,1495,1480,1500,1549,1500,1500,1537.5,1532.5,1500,1497.5,1525,1500,1503.5
2130,Boston,MA,Boston,Suffolk,70,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3000,3000,3000,3200,3100,3200,3200,3000,2950,3200,3200,3187.5,3000,3100,3100,3200,3100,3000,3000,3000,3100,3200,3362.5,3300,3400,3400,3400,3400,3200,3200,3000,2900,3000,3100,3300,3500,3400,3400,3400,3400,3400,3400,3300
33196,The Hammocks,FL,Miami-Fort Lauderdale,Miami-Dade,71,,,,,2000,2150,2150,2150,2267.5,2300,2250,2200,2100,2200,2200,2200,2175,2175,2150,2270,2300,2200,2195,2200,2200,2200,2200,2300,2300,2300,2300,2300,2300,2292,2289,2299,2255,2271.5,2299,2299,2250,2295,2250,2250,2310,2300,2300,2300,2300,2300,2200,2250,2312.5,2272.5,2300,2300,2295,2292.5,2300,2400,2400,2375,2385,2370,2325,2472.5,2400,2499.5,2375,2450
34786,Windermere,FL,Orlando,Orange,72,,,,,,,,,,,,,,,1925,2200,2100,2100,2150,2225,2050,2200,2212.5,2000,2212.5,1997.5,1962.5,1950,1997.5,2200,2295,2295,2272.5,2295,2200,2195,2100,2100,2100,2100,2100,2050,1900,2000,2025,2025,2050,1995,2001,2050,2095,2100,2200,2150,2350,2200,2350,2300,2275,2150,2150,2170,2200,2300,2500,2350,2545,2200,2275,2450
2139,Cambridge,MA,Boston,Middlesex,73,,,,,,,,,,,,,,,,,,,,,,,,,,,3975,4000,4000,4000,3800,3800,3900,3850,4000,3975,3975,3850,3950,3950,3935,3950,3875,4000,4000,3800,3599,3525,3574.5,3699.5,3925,4000,4000,4000,4000,3900,3800,3599.5,3300,3250,3450,3500,4000,4190,4400,4400,4200,4200,4175,4137.5
11237,New York,NY,New York,Kings,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3537.5,3725,3595,3516,3474.5,3600,3600,3499.5,3600,3700,3795,3800,3900,3800,3799.5,3995,3900,3900,3785,3860,3999,3850,3799,3696.5,3750,3900
30813,Grovetown,GA,Augusta,Columbia,75,,,,,,,,,,,,,,,,,,,,,,,,,,,1285,1295,1297.5,1295,1275,1262.5,1225,1200,1225,1250,1250,1250,1250,1250,1250,1250,1250,1295,1295,1295,1295,1250,1262.5,1295,1325,1300,1295,1295,1300,1300,1350,1300,1295,1295,1300,1300,1300,1350,1395,1395,1395,1350,1362.5,1272.5
2128,Boston,MA,Boston,Suffolk,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2900,2900,2900,2850,2800,2700,2725,2600,2400,2400,2600,2800,2950,2950,2950,2950,3000,2900,2800,2800
2446,Brookline,MA,Boston,Norfolk,77,,,,,,,,,,,,,3275,3500,3500,3500,3600,3600,3600,3600,3600,3600,3695,3700,3700,3800,3800,3800,3800,3800,3800,3800,3700,3700,3697,3800,3800,3950,4000,4000,4100,4000,3997.5,3900,3800,3750,3700,3800,3950,4000,4000,4000,4000,4000,4000,4000,3950,3900,3800,4000,4200,4300,4200,4150,4150,4000,4000,4000,3995,3900
32824,Meadow Woods,FL,Orlando,Orange,78,,,,,,,,,,,,,,,,,,,1400,1462.5,1425,1425,1400,1400,1450,1400,1397.5,1350,1397.5,1400,1400,1400,1400,1450,1450,1450,1425,1450,1437.5,1425,1412.5,1475,1475,1495,1462.5,1495,1525,1500,1500,1499,1500,1500,1500,1500,1550,1575,1550,1550,1537.5,1550,1495,1595,1595,1550,1600,1600,1575,1575,1512.5,1675
33029,Pembroke Pines,FL,Miami-Fort Lauderdale,Broward,79,,,2400,2500,2547.5,2500,2500,2545,2600,2500,2650,2625,2625,2500,2500,2600,2600,2500,2500,2500,2500,2500,2600,2550,2597.5,2625,2500,2700,2700,2590,2500,2550,2600,2535,2500,2500,2500,2550,2550,2537.5,2520,2520,2600,2600,2600,2550,2500,2500,2500,2550,2500,2500,2500,2600,2600,2600,2590,2650,2600,2575,2600,2695,2650,2650,2672.5,2595,2697.5,2597.5,2554.5,2550
32065,Orange Park,FL,Jacksonville,Clay,80,,,,,,,,,,,,,,,,,,1450,1400,1350,1447.5,1450,1417.5,1397.5,1400,1399,1400,1500,1450,1395,1395,1495,1425,1450,1462.5,1450,1485,1485,1450,1450,1450,1495,1472.5,1500,1495,1475,1495,1495,1495,1495,1525,1522.5,1500,1500,1525,1500,1500,1500,1495,1432.5,1450,1495,1500,1495,1585,1500,1450,1450,1575,1575
77389,The Woodlands,TX,Houston,Montgomery,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2450,2500,2600,2500,2497.5,2675,2550,2525,2500,2500,2500,2500,2525,2500,2600,2600,2575,2500,2497.5,2400,2400,2400,2395,2400,2400,2475,2500,2400,2600,2450,2400
11937,East Hampton,NY,New York,Suffolk,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000,29000,31000,33000,35000,35000,38000,39000,39000,39900,40000,38000,39450,36250,38000,36500
33076,Coral Springs,FL,Miami-Fort Lauderdale,Broward,83,,,,,,,,,2700,2725,2795,2725,2600,2525,2550,2700,2700,2800,2750,2750,2762.5,2700,2700,2800,2800,2795,2700,2700,2800,2900,2950,2700,2700,2800,2800,2750,2800,2800,2800,2850,2850,2800,2750,2800,2800,2700,2800,3000,3200,3150,3050,3000,2997.5,2950,2990,2900,2900,3200,2887.5,2800,2800,2812.5,2850,2850,2800,2950,2900,2899,2825,3050
89081,North Las Vegas,NV,Las Vegas,Clark,84,,,,,,,,,,,,,,1225,1235,1200,1250,1272.5,1300,1250,1197,1200,1200,1195,1200,1200,1195,1200,1200,1200,1200,1247.5,1245,1237.5,1250,1275,1200,1200,1200,1250,1200,1250,1250,1200,1200,1200,1275,1250,1272.5,1249,1250,1250,1250,1250,1225,1237.5,1250,1250,1212.5,1225,1250,1250,1295,1295,1295,1250,1295,1250,1295,1250
2119,Boston,MA,Boston,Suffolk,85,,,,,,,,,,,,,,,,,,,,,,,,,2225,2200,2400,2400,2500,2500,2500,2500,2475,2425,2400,2400,2150,2400,2500,2600,2800,2800,2800,2800,2597.5,2500,2400,2450,2600,3000,3000,3100,3100,3050,2950,2800,2750,2600,2500,2700,2800,3200,3200,3200,3200,3200,3225,3150,2800,2800
89141,Las Vegas,NV,Las Vegas,Clark,86,,,,,,,,1525,1537.5,1472.5,1397.5,1300,1350,1397.5,1350,1395,1625,1612.5,1547.5,1500,1600,1600,1585,1562.5,1500,1495,1487.5,1495,1500,1550,1495,1475,1495,1495,1495,1495,1495,1425,1400,1450,1495,1595,1547.5,1495,1495,1500,1495,1497.5,1575,1497.5,1497.5,1500,1600,1547.5,1597.5,1600,1600,1575,1597.5,1600,1650,1695,1650,1550,1550,1600,1600,1572.5,1600,1525
2144,Somerville,MA,Boston,Middlesex,87,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3000,3000,3000,3325,3350,3300,3400,3350,3250,3200,3300,3200,3200,3100,3200,3200,3300,3250,3475,3500,3400,3200,3200,3200,3200,3200,3200,3350,3600,3800,3800,3800,3600,3450,3500,3500,3500,3425,3400,3800,3850,3800,3925,4000,3775,3450
2145,Somerville,MA,Boston,Middlesex,88,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2500,2500,2500,2550,2600,2500,2550,2600,2600,2400,2400,2400,2600,2600,2800,2850,2975,2875,2887.5,2850,2800,2600,2600,2700,2700,2900,2900,2900,3000,2900,2887.5,2800,2800,2800,2800,2800,2900,3000,3000,3200,3175,3200,3200,3100
2134,Boston,MA,Boston,Suffolk,89,,,2600,2800,2800,2800,2700,2700,2700,2750,2600,2525,2800,3000,2972.5,3000,2950,2950,2800,2800,2800,2800,2800,2800,2950,3000,3050,3050,3000,3000,3000,3000,3000,3000,3000,3000,3025,3200,3200,3200,3200,3200,3200,3200,3200,3200,3000,3100,3200,3300,3400,3300,3300,3300,3250,3200,3200,3100,3100,3200,3400,3500,3500,3500,3500,3500,3400,3400,3300,3300
2140,Cambridge,MA,Boston,Middlesex,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4200,4100,4050,4000,4000,3900,3800,3850,3800,3950,4050,4400,4400,4500,4200,4100,4100,4250
33579,Riverview,FL,Tampa,Hillsborough,91,,,,,,,,,,,,,1295,1337.5,1350,1350,1372.5,1350,1362.5,1325,1350,1375,1395,1350,1412.5,1500,1475,1450,1462.5,1500,1550,1545,1500,1500,1495,1475,1475,1412.5,1450,1400,1400,1500,1485,1475,1495,1500,1495,1497.5,1495,1495,1475,1477.5,1507.5,1512.5,1550,1525,1550,1525,1500,1500,1495,1525,1550,1550,1537.5,1550,1550,1595,1550,1590
33897,Citrus Ridge,FL,Orlando,Osceola,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1450,1395,1450,1450,1495,1450,1450,1400,1595,1499.5,1525,1450,1500
2445,Brookline,MA,Boston,Norfolk,93,,,,,,,,,,,,,,,3050,3200,3200,3200,3200,3200,3200,3200,3200,3100,3200,3197,3200,3250,3300,3250,3300,3400,3200,3250,3200,3200,3200,3200,3400,3400,3475,3500,3700,3800,3700,3600,3400,3300,3395,3460,3600,3600,3600,3600,3600,3500,3500,3500,3500,3400,3400,3460,3800,3800,3800,3800,3800,3697.5,3600,3650
33185,Kendall West,FL,Miami-Fort Lauderdale,Miami-Dade,94,,,,,,,,,,,,,,,,,,2250,2300,2200,2450,2500,2500,2500,2500,2500,2400,2450,2425,2400,2400,2400,2400,2475,2500,2500,2500,2470,2500,2500,2500,2500,2510,2500,2500,2500,2512.5,2500,2500,2500,2550,2550,2500,2450,2400,2495,2500,2500,2400,2495,2585,2600,2570,2600,2500,2512.5,2475,2500,2525,2400
2120,Boston,MA,Boston,Suffolk,95,,,,,,,,,,,,,3600,3400,3400,3400,3250,3250,3300,3300,3400,3400,3400,3400,3500,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3725,3800,3800,3800,3900,3900,3900,3825,3900,3800,3700,3800,3900,4000,4000,4000,4000,3997.5,4000,3937.5,3900,3750,3600,3600,3800,4000,4100,4100,4100,4000,4000,3900,3800,3750,3600
2458,Newton,MA,Boston,Middlesex,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3150,3400,3300,3400,3400,3500,3700,3500,3850,3500,3500,3600,3500,3600,3400,2950,3400
